sentiment,review
Negative,Manju..ival ithilum ondooo naasham..apo ee padavum njjn kaanunnilaa
Positive,Enta ponoooo  enna lookaaaaa
Positive,Super trailor katta ikka fanaya എനിക്ക് വരെ romanjification
Positive,Rajuettan oru rekshayumillatto...... Direction pakka...& Lalettan as usual marana mass performance
Positive,Mass Marana Mass  Stephen Nedumballi yude rashtreeya thervazhchakku ini orazcha maathram katta waiting
Negative,16k dislike adicha ma.. Mahaanmaarude shirasu pilarnnu andharikane.. Bagavaane
Negative,Dislike adicha makkale okke onn kaanendi varum
Positive,Njan kandukondee irikunnu... vendum vendum.. vere aarenkilm undo ennae pole....
Positive,Rajuetan direction kidilanavumenn ee trailer kandal urappikkam.. oru rakshayumilla
Positive,Kgf bahubali 2.0.... nammukum oru adar item undennu para...
Positive,Katta waiting  for Stephen echayan 🤩🤩🤩.      Odiyan mathiri akathe erunal mathiyayirunu
Positive,Lucifer ....
Negative,Dislike adichal Ella Shemalesnoodum 9noodum . 28nu theatre IL baaa pooram Kanam
Positive,Ithann njangal kaathirunna vintage ettan  love you etta
Positive,Itchy poloru trailer ithuvare kandittillaa ini kanumonnu ariyillaa kinnnaammkaachiii polichuuuu
Positive,Padam 1 st day kaanum athu urappu.
Positive,Stephen nedumbally oru cult aakum makkale
Positive,Murali gopiyude dialogue vere level aanu
Positive,Keralathil kingum devilum godum ellam ettananu ..this is mohanlalwood
Positive,entee moone goosebumbs overload raju ettan direction polikum
Positive,ORU CINEMA KAYINNE ERAGEYTHE POLE!!!!! MASS !!!! KATTA WATING!!!!
Positive,Trailer kandu lalettaa Cinema super hit avum all the best to you lalettaa
Positive,Oru rakshayum ila mass kola massss #Ettan
Positive,vndum vndum kanan njanum und ettan
Positive,Romam oke eneetu ninnu salute chyum
Positive,Oru rakshayumilla lalettan and rajuvetta polichu
Positive,Ithinekalum valya pulli ini indavumo nammude lalettan allathe. ....!
Positive,Ee traler kanditu heavy mass feeling kitiyenkil full credit goes to Rajuvettan
Positive,Powlich laletta nigal  mass alla maranamassannnnn
Negative,16 k..  mammooty fans thayolikal dislike pooranmar
Positive,Murali Gopi enna writerum...Prithviraj enna director.... Mohanlal poolathe actor vechu cheriya kalikkonnum nilkulaa.... echiri main item LOADING....
Positive,Lucifer um madhura rajayum  block buster film avatte........
Positive,Ente anna oru rakshaym ella.... Adipwoli
Positive,Theoteril ninn irangiya oru feel...enikk maathramaano!
Positive,odiyante tholvikku sesham lalettante uyarthezunelpp love you laletta
Negative,Lokal poyi Madhura raja teaser kanada
Positive,Ettan mass anneee.....Nala orginal paka mass
Negative,NALLA KIDUKACHI TRAILER  Haters dislike adikan odi vannallo
Positive,rajaede pilllar strong anell ettante pillerrr strongoo strong.....
Positive,Maass.trailer ennu paranja ithaanU makkale.....katta waitinG for #Lucifer
Positive,Poliiii super luv it.  ......
Positive,Lalettan - Prithivi combo vera level...  Pwolichu Lalettan & Prithivi fans like adiku makkale
Negative,Yendha ee Pallayappan parayunnath. we padam pottum. suvaranu
Positive,simham Thane romanjm nte ambho ndh manushyana ith
Positive,Innathe divasathinoru prathyekatha und  Innanu randu pulikalude kaladayalam kanda divasam  Katta waiting for releas
Negative,enth moonjiya padam oombiya kadha parachil avante konathile padam
Negative,Social media vazhi paranju perippichu raju. .
Positive,Marana mass lalettan fan aanennu parayumbol abhimaanam..
Positive,Super film adipoli njhan theatre povaan vaashi pidicha supermfilm ishtappettavarkk like
Positive,Oru rakshayumilla nalukalkku ippol kandathivechu ettavum bst film
Positive,Oru ikka fan aaya enne vare eattan fan aakkiya movie
Negative,Engane aada uvve 32K dislikes okke vanne? nammude naatil athrem mandanmaar undo
Positive,kidilam cinema ethinte second part aragiyirunegil
Negative,Prithiraje than ee pani nirthiko enthon kopile padamado
Positive,Njagade lalettanum manju  chechiyum kolamass jodi annu.
Positive,LUCIFER KI JAY  LALLETTAN POLICHU MASS  VERUM  MASSALA  MARANA MASS LOVE  YOU LALLETTAAAAA
Negative,Lucifer kanduu..... Thatikootuu padam....no story aake ulath kore vedivepum bombidilum..... Kashtmm thane.....
Positive,100cr club keriyathinu sesham trailer kandavar undo
Positive,10M aayonnu idaykk nokkan varunnavarkku ivide like adikkam
Positive,100 kodi clubil kayariyathinu shesham arokke vannu
Positive,10M VIEW  AKKAN TRY CHEYYUNNAVAR LIKE ADI
Positive,Padam 100 cr kayariyathinu shesham kanunnavarundo
Positive,100 crore Box office gross collection നേടിയതറിഞ്ഞു വന്നവർ ഉണ്ടോ
Positive,Polich  .   Best film in 2019
Negative,Ee Padam odiyan Kandu niraasaeaya fansinte thallal aanennum Lalettante class movikalude ezhu ayalthu varilla ennum karurhunnavar like pls.
Negative,ayyoo mohanlal sangiallleeeee... poyi chawada kalla cummi a
Positive,Ejjathi Padam Innanu Kandathu Lalettan Inglu vere level Anu Ee Age lum Ithrem Meyvazhakkam
Negative,ejjadhi oola padam immathiri oola padam jeevidhathil kandittilla my rating 0.5/5
Positive,Padam kndit vndum trailer kanumpo veror feel
Negative,E mass trailer ne vecchanalo madura raja ye compare cheyyunadh...kashtam
Positive,Kidu trailar....lalettan king of Indian cinima..
Positive,1:50 nu sesham trailer vere levelilek aan pokunnath
Positive,Maranamass  lalettan kasari ini March 28 vare waitchayyanamallo
Positive,Lucifer teaser adipolii.  Ennalum madhura raja teaser kan poitt illengil lose avum
Positive,Lalettaaaaaaaaaaaaaaaa oru rakshayumilla superb ettaaaaa love you lot
Positive,Prithvi massaa.. Ettan maranamass.... Lucifer  thakarkumm  parishauda annee poyi njan cinema kannom
Positive,Ambooo  Ettan kidu acting  Raju Ettan poli making
Positive,id thakarkum  kure idavelak shesham  mammooka vs lalettan (mammoka fan)
Positive,laletta polliku full support annu
Positive,Rajuvetta ningal maranmass love you oru great success avate....
Negative,As 15k dislike itavarod aranenokke mansilayi oru choddyam       Nanam undo
Positive,Pwli trailer
Positive,Marana mass pwolichu kolakollii.... Kidu... No words to express
Positive,Ente ponnooo marakam iyyyoooo goosebumps  Kathirippinte kolamass trailer  Poli kidu kidolokidilan
Positive,vadaaa mass dialogue..mammootty fan aya njan pattunnu...ithu lalettan thakarkumennu...koode vishakite madhura rajayum...
Positive,35 minutes...watched 5 more times...Stephen nedumpalliyude kalikalkku waiting...
Positive,Nthayalum ethil ninnu oru karyam manasilayi.....prithvirajinu pani ariyam.....varan ponath oru onnonnara  mothalaaaa
Positive,Vaan Trailer .... laleetta nigga Oru jinn Aanu kettoo.....mass voice
Positive,Oru KGF manakunundo...   Alla KGF ne thakarkkunna oru Mass item manakunund...
Positive,Ente ponnanna..... Ente jeevane.... Lalettaaaaaa... Ummaaaah
Positive,Pratheekshakalkum appuram kaatti thannu pratheeksha orupaad uyarthu prithivaraj enna nammude malayalikalude swakarya ahangari...!!
Positive,Dislike adikaan vendi vannathaa.. pakshe.. #LUCIFAR ith pwoliKum... all d bzttt... by ikkaa_Faan🤩
Positive,sadha pichaththi mudhal rocket launcher vere und..  rajuvettan enna summava
Positive,lalettan ..vere levelaanu .  massss....🤩🤩🤩
Negative,Kanditt madhura raja trailer il ninnum oru story illatha moviyaanenna feel kitty
Positive,Padam clss ann വേറെ level ayirikum
Positive,Ente laletta powli. Romanjam...... Umma..... Love you laletta. Raju etta ningalu powliyanu
Positive,entta ponno vara level  katta waiting
Positive,Chunk alla chunk edippaaanu laalleettaaan
Negative,eth 14k alavalathikal aanu dislike adichath
Positive,Onnum.. Parayaan.. Illaa... Leavl... Levalll...
Positive,Pakka trailer. Rajuvettan Brilliance. Lalettante all time best character aavum.. luv u laletta
Positive,Pani ariyavunna oruthante kaiyil lalettane kittiyal theeravunna preshname undayirunnullu. Athethayalum ok ayi.  Lalettanrajuvettan
Positive,Ente ammo marranam maasss alla kollaa maasss aannuuu lallettan  Ithu pollikum
Positive,Lalettane konde pattu super script aayirikum
Positive,enthe ponno enna lookkada mmmde eattan
Positive,lalettan screen presence 100 percent in trailer. Lalettan politics and actionil thakarkkum ennullavar like adi........
Positive,Ammachee.....kidu. ( mr.sree kumar menon ithokke nokki padikk.
Positive,lalettan kalakki.....polich...... ithine vellan oru madhurarjayude treaserinum pattilla
Positive,KANJI CHODHICHU INI ARUM VARARUTH ASSAL BIRIYANI THANNE ANGU THANNU VITTITTUNDENNU PARANJEKKU
Positive,ഏട്ടൻ വേറെ levelaaa
Positive,Kiduvo kidu.... .. onnum parayan illaa ...
Positive,Ente prithvi anaa engalee polikumm ...romanjamm
Positive,3 MINUTES MARANAMASS TRAILER  KATTA WAITING......  MANJU MASS LALETTAN MARANA KOLAMASS
Positive,Prithvirajinu .. thettilla.....lucifer  god luck.
Positive,Lalettanu Thulayam malayalam film industry yil Latten mathram...
Positive,Mammootty fans polum like adichu pokum adaru trailer
Positive,Laletta Ie thanne njangake vendiyirunnathe nigale egane kannane njangake ishtam
Positive,Ithu vere level aane makkale.
Positive,Mamookka happy birthday......Eee prayathilum enna oru energyaaaa
Positive,Happy birthday  ikka movie polkikum....
Negative,Onn madiyaaak mammookka Vayassan aayalle Pudiya pullark avasaram kodukk
Positive,King ikkak  68 nta youth laak swa swagtam
Negative,271 dislike ara adichethennu ivide ellarkkumariyaam
Positive,Mammokka ponnikka happy birthday  love you
Positive,HAPPY BIRTHDAY IKKKAAAAAAA  LOVE YOU IKKKAAAAAAAAA
Positive,Happy birthday mammokka  Trailer kidu padam thakarkkum
Positive,Nalla comedy movie aanenn thonnunnu....katta waiting🤗
Positive,Nannayi varatte . Manassil niranja Ashamsakal
Negative,Trailor vannapol unlike adikunna kure pooranmar  poi chathoode kunnakale
Positive,Annum Innum Ikkayude Bthday nnu vachal nammal malayalikal ellarum oru atbudama...   Vayasulpade tettate malayalikal parayan  Matethu nadanundu inganoru pretyekata  #Ikka
Positive,ikka mass alle.lalettan fAns kude ondu
Positive,Ikkka   ika.....  WaitiN mamanGam
Positive,Duper hit aavatte  Mammookka
Positive,68 tikayunna youthanu veendum oru perunnal sammanam prisharadi vaka..
Positive,Malayalathinte evergreen yuthan pirannal aashamsakal Mammokka uyirrr
Negative,Aa myran sohan seenu lal veendum mammookka yude koode koodiyallo padachone...
Positive,Onnu urappa full entertainment movie yaa.. Yente ponnu ikka fans onnu kaddak pidichaal oru blockbuster engu poorum ....
Positive,Happy birthday Ikka love u  Pratheeshkal athiru kadanu Ganagandarvan keralakara keezhadakum
Positive,Oru best actor manakkunnu....happy birthday chunk ikkaaaa
Positive,Ilka polichuu  pishu  padam polikuma
Positive,Happy big day ഇക്കാ  Love you.....
Positive,Kidilan trailer .. ikka ushaarrr  ithu super hit aakumennu urappichavar ivide chumma likeetu pokko..
Positive,Trailer kalaki ente ponnikkake happy birthday
Positive,12:00 pidich ninn eni sugayitt kidann uranga  eni release n vendi iam waiting
Positive,Wow... Extraordinary trailer.. Eanna acting aanu ippolum njangada ikka.. Kode ninnavar palarum kali marannu tudangi ikka.. Muttanu.
Positive,Mammuka happy birthday stay blessed live long padam pollikum nammal kallakum🤩
Positive,Oru like enikkum tharuo.....ikka uyir.love u ikka
Negative,ingerum verum myran aan padukilavan mammooty myran
Positive,Adhikarappeduthunna gadikaarame. Ithu gadikarangal nilakkunna nimisham. Indian cinemayude mugamudhra
Positive,Pani Ariyavunaknd thanneya pidichu nikune .. 🥰 oru family feel good movie koodi vrununde ...   Happy Birthday  Mammooka
Positive,Happy birthday ikka   Happy birthday ikka Happy birthday ikka
Positive,Heavy trailer uff 0:14 bgm and ikkante performence
Positive,Happy b dy ikka  malappuram ikka fans like adikk
Positive,7 minute kond 8.3 k view🤩
Positive,Immanuvel pokan pokunna item kikidu hbd mammokka
Positive,Trailer kanditu mammooka veendum karayipikum ennu thonunu
Positive,H b d mammokkka.... Best actor ooormavannavar ndoo.....
Positive,Hpy bdya ma lovely ikka
Positive,E padam polikkum allee  mammookkaa fans nammakullathaaanu e padam
Positive,Ikka mwuthe happy birthday   lub u
Positive,Mammmookka no words.katta support to GANAGANDHARVAN . Kalasadhan ullasinu janmadhinashamsakal. Pinne pisharody
Positive,Happy b day ikkaaaaurangathe ethinayi waiting arnu
Positive,Happy Birthday Mammookka  Katta ikka fans like adichu polikk
Positive,Ayippan poli an muthe ni an muthe hero ayappan fans like
Positive,Endhinaa makkale kooduthal aa varavoru varavaraaan mmle swandham ikka
Positive,Mass entry ekka
Negative,Mammootty nalla cinemakal vittu pinnem mass floppukalilekku pokanallo! Mayiru....
Positive,Poli...... By  A ikka fan
Negative,enghall oro movieyilum oro makeoverumm realistic aayiii mass kaanikunadhumm kaanumbazhaann lalettane oke eduthh kinattill edaann thonunadhhh..by a lalettan fann
Positive,ikka scholl mass dailogue ellarum maranna mattoru item und therrunnillallo katta exitment raju ettan  full suspence...
Positive,trailor editor kk oru kuthirapavan kodukaan thonnunavar ivide camonnnn!!!!
Positive,Aravindraj rs.(govt:model bhss thycaud
Positive,No way man ikkaaaa next hit
Positive,Polikum Avasanathe aa varavu ho  Romancham ikka
Positive,Nalla polippan school life kanam katta waiting for you Mammukka
Positive,Ente ponnikka ingal enna monj aane
Positive,Oh...Iththakathallo. sankar ramakrishnanu dhairyamayi kunjalimarakkar directcheyyam
Positive,Vere level trailer and bgm  ikka look powlii
Positive,Adi kapyare koottamani.....box office chattu....mammooka konnu....
Positive,Ikka varunnu iniyum maasukal srshtikaan in the age of 68 ikkaye ishtamullavar like kodukk
Positive,angana pritviye kanan 5 july
Positive,Oru rakshayilla pwoli Ikka n Ikkade dialogue vere level
Positive,Uff kidilam oru ethum pediyum kittanilla story nthayirikkumenn 5vare Kath irikkanamallo katta waiting
Positive,FDFS.. trailer kandu ithu vareyum njanithu paranjittilla..🤩🤩
Positive,Aiwaaa... aaa last scene.... ente ponney ejjaathi trailer
Positive,Ntammo ikka pwolichu  Padam kidu Aayirikkum
Positive,Malayala cinemakke oru pudiya yuva nadanekkoode kittaan pookunnu.  Waiting
Negative,Trailer kandukondirikkumbum mothhavum ottae chinthayae ullaayirunn ethil ikka illallo ethaetho poorimon undaakkiya udaayippu trailer aanaenn avaasanam ikka kandappozhaa samaadhaanamaayath
Positive,Trailer pollichu Last seen repeat adichukandavar like adikk
Positive,Mammmukkkkaa pwoly ! Bike stunt isto undegil vaa makkkle nammle chanlot !
Positive,Mamookaa look... oru rakshayum ellaa...
Positive,Angane july month ile ende aadyathe leave njan angu edukuva July 5 nu
Positive,Nice Trailer.  Orupadu New Young Stars Mammookka movies vazhi Prekshaka Sradha aakarshikkappedum ennu thonnunnu.  All The Best
Positive,Ejjathi MASS  Romanjam  mammookka
Positive,lalettan faana big fan ennalum ikkanem ishtaa we r waitting
Positive,ikka and rajuettan... uff goose bumps
Positive,Last scene kalakki.... Can't wait to watch
Positive,Ente raju etten mwthanne......rajuvattente aa voice mathi .....pinne onnnum venda ...
Positive,Enta mone ikka vere level   Lalettan fansinte abhivadyangal
Positive,Uffffff.. mammookkkaaaa.... love youuuu...  massssss... katta waitingggg
Positive,Ikka ki jai powli trailer onum parayan ella super masss
Positive,Mammoka karanjal sahikkathavar indo..valsalyam
Positive,Mammotiyude look divasam kudunthorum kodi varikayannallo
Negative,charithram onnum parayanda mammunniyalle Ella malayalikalkkumariyam kuninjoru paniyum cheyyathillennu
Positive,Mamooka Polichu  Oru Rakshyumilla Mass
Positive,Ee Aduth Kandathil Veach.... Kidilan Trailer....  Ikka....Padam Pwolikum
Positive,Uff mwonr kinnam kaachya item
Positive,rajuvettan lalletan hit kazingi ini rajuvettan mammoka hit rajuvettan ishtam🥰
Positive,Anganey avasaanam malayalathilum oru vedikkettu trailer irangi
Positive,Itu polikkum ithu polikkum Eppo polichennu chodicha mathi
Negative,740 kuru potti
Positive,Ikka  Mollywood King  uyir
Positive,ഇജ്ജാതി BGM..  Power Full Mass Entertainer Loading......
Negative,Guest role aanu ..athinu eni valiya thallu venda....
Negative,Trailer erengunenu mumb 5.2k dislike adichavanmark ente naduviral namaskaram
Positive,Ikkakkaano! ettanaano!  kooduthal view&like ulle enn nokkaan varunnavar ivde oru lyk idu.... 🤗
Negative,Pooram kaanathe dislike adichavarkk  #naduviral pranaamam
Negative,Earangunnathinu munb dislike adich moonjikkaan koreu ennam earangiyittund
Negative,Poi chav Madura raja illalpo oruthnm thalla pokkula
Positive,Late aayi vannalum latest aayi varananu A10 nu istam latest aayi tanne varum  Lalettan
Negative,Kanunnathinu munpe dislukke like adichaa ellaa malavangalkkum ente naduviral namaskaram
Positive,Odiyan trailer nakalum katta waiting Lucifer
Negative,Trailer erangan 1 manikoorinu munpae  3k dislike...  Nth tholvikal aano ntho..  kanditu vilayiruthu suhurthukalae.
Positive,You tube 6 mani thottu hanging aanu ethum koodi aavumbol YouTube pottitherikkumo
Negative,Ijjathi kuru trailer releaseinu mumbe ikka fans dislike adikan thudangiyo
Positive,Gangster vannu thakarthu ini monsterinte oozham #L
Negative,mmale naattil degradarsinu oru kaalathhum kammi undaakilla...athaan nammala naadinte main shaapam
Negative,teaser erakune munbe 1.4 dislike..  enthina enn manasilayaila...
Negative,Trailer release aakunnathinu munnae 1.3k dislike ooo
Negative,Ethil vann dislike adikkunna makalkku epo thane kuru potti thudangiyalo
Negative,Ithinidakk 2 pearum dislike paniyum kashttam
Negative,Trailer kannunathinu munne dislike adicha mahanmark adaranjalikal....ivrk matram engana pattunoo ijathi kuru pottikal....kashtam...
Positive,Rajuettan director ayath kond ith jaikkuvairikkum
Positive,Aa thumb nail ile look nokkiyatte. Oru adaar mass block ulla rangam aanen urappayi
Positive,Kolla mass trailer  By lalletan fan
Positive,Hufff bgm.ikkka mass pakka masss
Positive,nothing but masss...making okke kidu..kadha koodi kiduvaayaal charithramaakum..
Positive,eante ponnu ikka mass love mammookka
Positive,E  adaaar item adaaar item ennu paranchal entha ennu eppalla manasilayathu
Negative,Sheenam trailer.ee keleavan ed nirthaana aayille
Positive,Marana  mass  ikkkaaa
Positive,Thakarthu
Positive,Derik abraham vannu pwolii...bgm adaar item!!
Positive,ufff ikka ethe polikkum. Katta waiting
Positive,ENTE PONNO ORU RAKSHAYUM ILLA KIDU BGM
Positive,Ith oru onnonnara itemm anello ikaaa.......
Positive,Ellavrum head set upayogichu kelk
Positive,Kidu adar item !! From a kaataa laleetan fan
Negative,Apo athum potti .. aaaa pratheekshayum poyi
Positive,Oru rekshellaaaaa  thakarppan Pwoliii item
Positive,Kidu item myrole...onnum parayanilllaa....adipwoli...fdfs.    Lockeddd .ikkkkkkkaaaa loveee uuu
Positive,Wawu..variety ayitt ind.. oru korean movie level..
Positive,Enta ponnooo..... Adaar item.... Ith pwolikkum..
Positive,Wow ikkaa mass  bgm pwoliii   katta Waitinggg #Abraham
Positive,Nalla movie njan theatril poyi kandthalalettan poliyanu
Negative,Veruthayayi kashu poyi pratheeshyode arum pokaruthe
Negative,Family entertainer? Family kk kanan pattatha movie full inner meaning
Positive,Ittimaniyil... LOVE und.... ACTION  illa....DRAMA und... Movie bore adipikilla..Poi.. Kandu.. Istapetu...
Negative,Trailer kandal ariyam nalla oombiya padam aanunn
Positive,Njan mammootty fana but lalettan e onam thootuvarum polikkum
Positive,Super movie lalettan oru rakshella
Negative,ee padathinu reach kuravanu.Trailerum pora.Pottum ennulla karyam guarantee.pinne fans vannu enne choriyan nikkenda.Sathyam ithaanu
Negative,Ettante nayikayaitt a peratta hani roseineyallathe vere areyum kittiyille nayanthara mathiyayirunnu nayikayai
Negative,Eppozhum abhinayikkan mohanlalum mamootyumea ullu new generation arummilla
Positive,Ittimani kanaan arokke plan ittu.katta waiting
Negative,ee padam 8 nilayil podannamennju prarthikunnju
Negative,Mohanlal fans nte oru gadikedu Ithokke theater el poyi kaanaade
Positive,Oru kidukaachi entertainer aakumennu vishwasam....lalettan polichu...
Negative,Koora Trailer jattimaanii padam pottum 100percent lalappaaaaa
Negative,Ithu ikkayude script aanu..   Uttopiya
Positive,MAMMOOKA FANSINTE ELLA VIDHA ASHAMSAKALUM NERUNNU...
Negative,0:29 Vendaayirunnu
Positive,Ittichante vaka oru sample hitum koodi
Positive,Eee onam lalettanum pillerum agu eduthu
Negative,Unlike adichavarkku naduviral namaskaram.  Support like
Positive,Variety laletta
Positive,Kiduuu Trailer   Lalettan polichuu Apol ee onavum ettan kondupoi
Negative,Lalettante adutha pottapadam...Laletta ithokke mathiyakkan aayinnu ...Please
Negative,Trailer nte pokku kandattu valya pratheeksha illa..    nammade george ettans pole
Positive,Egane ulla movie kal kaanan aanu ellavarum waite cheyunath
Positive,Kidu trailer... padam super aarikum ennadhil oru samshayom illa..all the best team HELEN
Negative,Police ill minimum  hight elle  Aju oke police
Positive,chettan mass.. ithu oru malayalam kgf aakumo ennu oru doubt
Positive,Marana Mass Trailer........ Katta Waiting FOr DEC 20.. Pullu Giri
Positive,Linto kurian fans  jayasurya nte career le super trailer
Positive,Bgm athu kalakkii muthe sambavam lesam haram kooditha to
Negative,ith oru oola padam aayirikum enn manass parayunu
Positive,Jayachettan keeee jayi.... Love u etta....
Negative,dayav cheyth pretham 3 irakkaruth plzzz athrank unda padamaayirnn pretham 2
Positive,Enttammooo poliii polii trailer  ee X'mas pullu giri n Team kondu povum  No doubt jayeattan Mass 🤘
Negative,DISLIKE ADICHAVARK  IRIKKATTEE  ORU  KUTHIRA PAVAN......*ejjathi ooolatharam
Positive,Jeyettan massa  kola mass  ennelum onnu kananm nnud
Positive,Jayettan  porikkum urappa    Jayettan super aa  tcr    Slangil
Positive,Jayettan + Thrissur Oru Ugran PooraM Kodiyeri makkale...  katta waitin
Positive,Enta jayetta ithu minnichekkane kazhinjya varshathe nammada pala planum polinjyu ithu athupole avaruthu.' avulla'
Positive,Ithu kidukkum Vere Levelu Aannu Makkaleee
Positive,Trending No . 1. Varanam jayettan daaaaaaaaaaa
Positive,Ithu polikum pappan marana massanengil pullu giri kola massanu jayettante first gangster underworld movie
Positive,Poli poli poli 🥰🥰🥰chende bgm wooow
Positive,Jayetta ee xmas angu kondu poyko
Positive,Jayasurya mass after long time.podi pooram
Negative,Trailer thanne lag annallo
Positive,Joy thakkolkaaranil ninnum oru massZz change
Negative,Mass pora..lag anu alo... trailer um padavum...be careful
Positive,Jayasurya fan from Tamilnadu vera level
Positive,Ivide Palakkad Jayettan Fans club nnu ashamsakal!!! Adichal romam ennikum athaanu Thrissur pooram
Positive,mammootty fanse nde vijayasamsakal ...............jayeettan masss kolammaaassssssssssssss
Positive,Katta waiting jayetta oru onnu onnara trissur poorathinu...... Mass alla marana mass anne .... Jayettan polich adukki.. Padam
Positive,Kandirikum..december season jayettan lelathil angu pidichunu paranjekk kta..jayasurya fans oru like adiche....
Positive,Ee christmasile oru mass entertainer aavum ee film....
Negative,Tharikida sabu pora oru kazhchakilla .
Negative,Music chila sthalangalil alambayi ....dialogue perfection kittunnilla
Positive,Oru raksha illa  adipoli trailer
Positive,Poli poli poli .... am waiting..
Negative,Tharikida sabu ah poorimone kondu varendayirunnu
Positive,Jayettante punyalanu sesham trissur slangilulla hitakum ethu
Positive,E x mas...... Driving license kazjinjal.. next pooram
Positive,Jayasuriya polich entha mone lookum mundummadakki nadathoke laalettan thottupovumallo
Positive,Jayasurya chyuna a ella characters um pwoliya... Shaji pappen
Positive,alelum immade jayettane pettu THRISSUR slang pedakan  aledaaaaa GEDYOOLLEEEE🤘🤘🤘🤘
Positive,Chetta Done... Deal... Wait... Trailer kollam ... massss
Positive,KINNAN ORU RAKSHAYUM ILLA BGM KIDU
Positive,Ahaa Jayettoo ijjathi mass look.. FDFS urapp
Positive,Jayyetta katta mass .thrilling experience .katta waiting along with mamaankam.jayettan fans ADI like.mammookka too
Positive,Sirea ethu keari koluthunna lekshanam undallo... bumbar hitavattea
Positive,Nalla trailer filimum athu pole aakum ennu pradheeshikkunnu
Positive,Ikka pwolikum from an ettan fan ente ponno Glamour enne paranja ikka ane example style ka baap
Positive,All the best ettan fansinte vaka ikkaykhe
Positive,Polichhhh malayala cinema vera level aakuvanallo... eni lalettan marakar
Positive,Waiting .. Katta waiting.... Mammooka love you  Ikka istham
Positive,Trailer kandappo oru pratheeksha und
Positive,16k viewsum 91k likesum itheppadi nthayalum ang usharakkii #madhura raja power of indian cinema mammookkaa
Positive,Vannu mona real raja ethu polikkum eni anu record maranpogunnathu madhuraraja mammokka king
Positive,Njan oru lalattan fan anagilum...... raja maaass akum..... urappppuuu.....
Negative,Copy full pulimurugan kanuna pole unde
Positive,30 min 400k view adichu makkale🤩🤩🤩
Positive,Sunny chechi poli vaakki onnum enikk parayan illa teaseril kaanichilla traileril kaanichond sandoshaayi... #sunnyleone
Positive,Teaser kandappo cherthayittt sankadayi. But trailer kidu. Oru raksheeelya
Positive,Mammooka inghale njettichaalo 2019 bilalum ithokke kand romaanjam
Positive,avasaanathe superman punch ath kalakkki ente ponnu ikka love uuuu...........
Positive,Padathe patti undayirunnu ah mundharana maari...Oru mass padam thanne ayirikkum...Best wishes
Positive,Mammukka ishttam.. Ith oru kola kolli item aayrkkum theercha
Negative,Padam pottum Ram fans munji.. sudapi teams  kuru pottum
Positive,veendum veendum triler kannunavar like adik evide
Positive,Ithu pwlikkum..... King is back  lvu ikkaaaa
Negative,Salimkumar comedy verupikkum enna kariyathil urappayyi
Positive,Oru rakashayum ella  Ikka polichu
Positive,2019 kollaloo...Perambu
Positive,Njn lalettan fan okke thanneya...but ikkeede aduthuunnu adutha oru pulimurugan pratheekshikkunnu
Positive,Pwliii...mass ith pwlikkum raja ennum raja thaaan..
Positive,Teaser kand trolliyavarkk trailer irakkiyitt madhurarajayude Madhura prethikaram
Positive,Ikka vere level ttaaaaaa.. All the best... Ithu thakarkum
Positive,Ikka vere level
Positive,Pwoli mass marana mass iam waiting
Positive,Raja serious aane rooombaa serious  ith kidukkum🤞 Mammukka
Positive,Raja+ Murugan= Maduraraja Sambhavam kidukki  Waiting For re entry of mammookka
Positive,Ikka muthanu ...prayam koodunthorum kooduthal monjan......
Positive,Ith pwolikkum ennu urappullavar like adikkuka
Positive,IAM LALETTAN fan but  Mammokka us marana mass
Positive,Romanjam ikka predhikshichadh pazham kanjiya but kittiyadh biriyani powli...
Positive,ikkadae pullarkk like adikkanullaa nooll ninga adicholi padam kidloviskii
Positive,Ethu polikkum makalle. Our king is back
Positive,Poli trailer waiting for april12th trailer inganeyanengil cinemayude karyam parayano
Negative,Kurupuutivarunavrde anakil kodtha keechan trailer ikkaaa Uff ingal eeejathi mass  FDFs urappachuu singasa Thalivaa....MaduraRaja #RajaEffect #RIP YouTube Thukkiaydii
Positive,Poli trailer .   feeling രോമാഞ്ചം
Positive,Oru rakshayilla mass trailer!!!  Mammookka 🥰
Positive,Mammukkaa
Positive,Idivett sugunan evide athumkoode venamrnn trailer pwlichu
Positive,Gopi sunderinte teaser bgm kaliyakkiyavarkkulla marupadi koodi
Positive,Ikka ningaloru sambhavamaa...   trailor thanne ethra thavana  kandittum mathiyavunnilla...   appol movie kola maranamass
Positive,Vannu kannu mone poliyalla marana mass da ikkaa love you
Positive,Idivett sugunan.. 0:14 kandavar adi like.. #ikka daaa
Positive,poli  teaser maathiri alla ith pwoli item aanu aake miss cheyyunath rajuvetteme mathra?  ningalkko?
Negative,Bro support koduthilenkilum dislike adikkathirunoode .
Positive,Nde ponnu idivitte powlich adachu adichu powlikkeda makkale mammoooka
Positive,ikka ennum top lanu one and only raja
Negative,7.7k dislikes. Athinu vendi enkilum vann trailer kandu views kootiyathil santhosham...
Negative,Idoru unddaaa padam thanne avum 🤣🤣🤣🤣
Positive,Oru mass +class padam anu eenu ourapichu
Positive,Trailer kandittt ith oru puthiya anubavam aayirikkum a new kazhcha in Malayalam movie
Positive,Pwolich ikka love from ettan fan
Negative,Mammunniyude unda pottum ennulavar like adi🤣
Positive,Oru onnonnara item varunnundu ready ayi ko makale...luving mammookka..
